0,يظل التحرش في نظر الانثى تحرشاََ حتي يقوم به الشخص المناسب.  فيصبح غزل.
1,وفي خطواتها عربية هيفاء حذرو الشباب التحرش بها كأن الشباب صخرة صماء
2,@user @user احمدي ربك انك في حماية رجل لو انفردتي بنفسك طمع القوم فيك قال الله تعالي ( الرجال قوامون علي النس… @URL
3,RT @user @user إعلان غير موفق وغير مقبول من مايسترو للأسف يتم استغلال تمكين المرأة بطريقة لا تمس بثقافتنا وقيمنا بصله
4,RT @user الثقافة السائدة اخرجت جيل من النساء ينتقصون انفسهم دون دراية ، حتى أنهم قد يدافعوا عن قناعتهم بأنهم أقل شأناً من الرجال .…
5,أغلب الإعلانات التجاريه اللي شاهدناها تخص اليوم الوطني عباره عن تبرج سفور اختلاط اغاني قيادة المرأه…
6,RT @user #كذبتم_الشعب_ضد_قياده_المراه
7,الشيخ محمد السعيدي يؤكد أن رؤيه 2030 هي رؤيه تغريبيه أمريكيه لإفساد المجتمع السعودي بمسمى الإ… RT @user #ارتقوا
8,ملابس المرأة تحكي عن تربية أبيها ، وغيرة أخيها ، ورجولة زوجها ، وحرص ومتابعة والدتها وقبل هذا كله أتشعارها بمراقبه…
9,RT @user أختي المباركه : المبادرة للزواج اذا تقدم الخاطب الكفوء من صالحك حتى ولوكان معددا خاصة لمن تعدى عمرها الثلاثون لإن عمر الم…
10,RT @user @user جميل جدا (والحضرية الحجازيه ) من اي بلد تشردت إلينا ؟ هل من صنادق حضرموت ،؟ ام من أحراش افريقيا ام من مستنقعات اسيا…
11,@user اللاجئون ضرر!!!!!!!!!!
12,@user @user اللاجئون محتلين البلد
13,بالتزامن مع محاولات تحريض المواطن على وطنه بدء المشردون اللاجئون في كندا وبريطانيا تحريض السفهاء على الهجرة من أو… @URL
14,@user @user ماذا تقول انت؟ ثامازغا/شمال افريقيا المحتلة اغلبية امازيغ وامازيغ مستعربين اخوتنا واقلية افارقة… @URL
15,RT @user يا جماعة فهمانين الموضوع غلط مساوات المرأة بالرجل مش يعني تحطوا حلقة وجدولة وتلبسوا وتمشوا متل النسوان <U+1F602><U+1F602>
16,RT @user @user أما في دماغ المرأة فالخطوط متداخلة وهذا يفسر حبها لمعرفة أدق الأمور، وتمتعها بذاكرة قوية والثراء اللغوي وقدرتها…
17,@user هذا السؤال لم لم تبلغ؟ هو سؤال مشروع .... لماذا يتستر بعض النساء خجلاً على المتحرشين جنسياً و فج… @URL
18,RT @user فــي لـعـبـة الـشـطرنـج يــوجــد مـلـک ولا تــوجــد مــلـكـة ..!!!!تـعـرفـون لـمـاذا ؟؟؟؟!! لان الــمــرأة لاتـصـلـح ان تـ…
19,RT @user @user @user @user الموضوع ما هو استنقاص من العمل بقدر ماهو استغراب !!! حيث لما كانت المرأة في بيتها معز…
20,طالبوا بتدويل الحج من مسؤول الي اعلام طالبوا بمحاكمة سمو ولي العهد وغيره وغيره ويخرج علينا أغبى اغبياء شرب حليب ال…
21,@user فعلا عاصمتنا جميلة جدا و لكن اغلبية سكانها من العرب و القليل من السكان هم أكراد حكومتنا الفاسقة بدأت… @URL
22,لو كنتُ مكانكِ ( لاسمح الله)لَتبرأت من الكورد وغيرت قوميتي هذاأشرف لكِ وأشجع خطوة تخُطينها ولوان كوردستان لم ولن ت… @URL
23,@user <U+1F923><U+1F923><U+1F923> لما #قردرقان يتحاكم الأول على قتله أكراد #تركيا وإنجابه إبن من #زوجتك التي عندك
24,@user لست مطبلا لأي أحد! لكن (أغلبية) الأتراك الموجودين في حضن ألمانيا أتراك علوية وأتراك أكراد وكلاب العلماني…@URL
25,@user اعقب يادشتي ياذنب ايران وسخ ياحقير ياتافه اقسم بالله ليجي يوم وناطاك بالنعول وتحت الاقدام حنا اهل السنة… @URL
26,@user @user روح إيران يا وسخ
27,@user الذي وسخ شوارع النجف هم زوار ايران وينظفون وسخ مواطنيهم
28,@user @user @user كس امك انت. سلمان ومحمد ابنه باذن الله فوق كل وسخ وذنب يا كلاب ايران. كلن… @URL
29,@user @user وينك يافيصل اسرائيل عن دلوعة ايران رئيسك(بشار)الذي عاث فسادا وقتل ابناءوطنك واغتصب نساء سورياال… @URL
30,الأخونجية معروف عنهم الغدر والخيانة والكذب مالهم أمان حزب عفن حزب وسخ حزب نجس استغلوا الدين وحرّفوه على حسب أهوائهم… @URL
31,@user عربي وسخ وحاط علم ايران السيخي المجوسي علم وشعار المشركين الكفار اعداء الله ورسوله المملكة شامخة عزيزة… @URL
32,@user @user الفضيحه يا رافضي هي انت تعطي عقلك وعرضك وارضك ومالك لمعممين ايران وتقتنع ان فيه واحد عا… @URL
33,@user خلص نفسك يا كلب إيران ودلتك من نجاسة الفرس وبعدين تفلسف يا وسخ
34,@user ي حشدي ي شيعي صدام زاغبكم زغب ولا كان لكم صوت يوم كان موجود اما الأقنعة ف شي طبيعي ي حمار إيران ي… @URL
35,@user @user @user اتمنى من دول الخليج الاستغناء عن الفلسطينيين واحلال مكانهم رجال عجم لاكنهم اوفياء… @URL
36,@user @user روح الشهيد نظيفه بإذن الله ونتي الله اعلم بحالك ع اي دين وع ايش عايشه عايشه حياتك من وسخ لوسخ يالوسخه ياكلبة ايران
37,@user بابه اييه ياجاهله حتي العربي مش عارفين تكتبوه قظر اييه دي خلاص نهايتكم بعد شهرين يابهايم والامير بتا… @URL
38,@user أوروبا أخذ لكي تكون أوروبا ٣٠٠ سنه وانت و بن سلمان جايين في ٥ سنوات تقلبوها أوروبا ؟ وليش انت وبن زف… @URL
39,@user اغبياء كل مازاد الضغط تلاحم الشعب مع سمو الامير محمد بن سلمان اكثر واكثر ... @URL
40,@user @user هههههههه الكذب ركن من اركان دينكم المجوسي اللعين،،، بس لانك اغبياء وملاعين تسموه تقية..… @URL
41,@user لانكم اغبياء لازم تحتوي على الجنسين عشان محد يستشرف والكل يفلها
42,@user الضحايا اكيد كانو اكراد لان صلاح الدين هزم دولة الفاطمية لهذا تجدهم يحقدون علينا
43,@user تطورت اربيل ودهوك والسليمانية لانكم اكراد وتتبعون العرق الاري وله اقسم بالله لو سكان الاقليم الاصليين كان… @URL
44,@user @user جاسم علي واضح انك ايراني وسخ ونقد ايران اوجعك لكن ابشرك ان الدعس على اتباع الخميني قريب جدا
45,@user @user الله يفنيك و يفني اهلك يا وسخ ..اكيد انت ابن متعة ..اللهم عجل بدمار و فناء و موت إيران و من…
46,@user معك حليب حمير تشربه والا زق وكله آخر واحد يتكلم انت لانكن شربت حليب حمير حتى ارتويت يا معفن انت تعرف من سلم
47,@user وسخ وحقير اظهر على حقيقتك ياكلب ايران
48,@user @user محمد بن سلمان تاج راسك ي زبال المشكله انت بس كلام انت من كلاب ايران ي وسخ ي ن
49,@user مجوسي ههههههههههههههه فارسي هههههههههههههه=ايران وسخ ههههههه
